"","Sex","AgeGroup","condition","All_2019","All_2020","All_AbsChange","All_PctChange","white_2019","white_2020","white_AbsChange","white_PctChange","black_2019","black_2020","black_AbsChange","black_PctChange","hisp_2019","hisp_2020","hisp_AbsChange","hisp_PctChange"
"17","Both","25+","1.AllCause",1253.73835590538,1467.18106614886,213.442710243477,0.170245019017019,1299.77934845413,1468.90892570831,169.129577254178,0.130121760632164,1521.43050233757,1934.77758489808,413.347082560504,0.271683183638966,918.186551722724,1278.89719584533,360.710644122611,0.392851151485323
"18","Both","25+","2.Covid",0,154.788527754977,154.788527754977,Inf,0,121.943325835811,121.943325835811,Inf,0,259.169794813145,259.169794813145,Inf,0,285.79149961378,285.79149961378,Inf
"19","Both","25+","3.NonCovid",1253.73835590538,1312.39253839388,58.6541824885005,0.0467834314968722,1299.77934845413,1346.9655998725,47.1862514183676,0.0363032783021887,1521.43050233757,1675.60779008493,154.177287747359,0.101337055823763,918.186551722724,993.105696231555,74.9191445088311,0.0815946872324213
"20","Both","25+","Alzheimer.disease..G30.",54.4881263045982,59.2498918073175,4.76176550271928,0.0873908835862729,57.5552007471972,62.1255155167422,4.57031476954499,0.0794075028878699,50.4928050150171,57.62412318549,7.13131817047289,0.141234343553541,46.5322385673531,53.0071706443016,6.47493207694848,0.139149378501882
"21","Both","25+","Cerebrovascular.diseases..I60.I69.",67.1509477718826,70.649719070548,3.49877129866539,0.0521030814122089,64.9424211769365,67.7663970621347,2.82397588519819,0.0434843024639355,96.5097473084224,104.689979288378,8.18023197995527,0.0847606817766622,59.7176932349841,63.6275161520983,3.90982291711418,0.0654717673324948
"22","Both","25+","Chronic.lower.respiratory.diseases..J40.J47.",70.524956413995,67.2389486438267,-3.28600777016833,-0.0465935455653291,80.8610900240841,76.6815223536501,-4.179567670434,-0.0516882430003,53.3548692383812,55.8421811997288,2.48731196134766,0.0466182748988614,29.4960087917528,29.1368742800985,-0.359134511654254,-0.0121756985560253
"23","Both","25+","Diabetes.mellitus..E10.E14.",39.2372142970725,44.9762808714821,5.73906657440965,0.146265902848201,34.6798228894519,38.4268506322032,3.74702774275126,0.108046334454924,69.9383956725272,85.3129591292518,15.3745634567246,0.219830084875166,47.2794857203018,56.8184636455309,9.53897792522915,0.201757226837455
"24","Both","25+","Diseases.of.heart..I00.I09.I11.I13.I20.I51.",294.964730031135,307.479409635615,12.5146796044802,0.0424277153514564,303.826396154278,312.022858708617,8.19646255433918,0.0269774537633562,377.679968106661,420.282701540331,42.60273343367,0.112801146556013,204.357223451733,225.592299790733,21.2350763389998,0.103911552429246
"25","Both","25+","ExternalCause",98.9979381886737,110.818269726046,11.8203315373726,0.119399774921019,108.858352952643,119.08319947563,10.2248465229869,0.0939279921627602,111.266806207293,140.301693467477,29.0348872601839,0.260948329963665,65.3858016661325,74.6939545129523,9.30815284681981,0.142357401907349
"26","Both","25+","Influenza.and.pneumonia..J09.J18.",22.0752307039917,23.4734250881173,1.39819438412565,0.0633377020097384,22.4374999747936,22.8928086389573,0.45530866416367,0.0202923081749378,24.6635860532617,30.8059840016659,6.14239794840421,0.249047236486191,17.8452422740222,21.9734203986174,4.12817812459526,0.231332142271039
"27","Both","25+","Malignant.neoplasms..C00.C97.",268.440131787743,265.012891013446,-3.42724077429642,-0.0127672444186042,278.950568225728,276.537308249531,-2.41325997619731,-0.00865121011061891,319.557332820561,312.546064323747,-7.01126849681435,-0.0219405652029,193.288410777973,189.216713152628,-4.07169762534497,-0.0210653996737655
"28","Both","25+","Nephritis..nephrotic.syndrome.and.nephrosis..N00.N07.N17.N19.N25.N27.",23.1063441585557,23.1504388070876,0.0440946485319209,0.00190833514074505,20.7598734303774,20.4919258310002,-0.267947599377187,-0.0129069958097676,45.9661444432869,48.0970407458251,2.1308963025382,0.0463579516695664,21.6412694292769,21.4550950770244,-0.186174352252525,-0.00860274638051792
"29","Both","25+","Other.diseases.of.respiratory.system..J00.J06.J30.J39.J67.J70.J98.",19.6144913762092,19.7445219993435,0.130030623134303,0.00662931404339241,20.6015118194885,20.3647371719741,-0.236774647514441,-0.0114930714594673,18.4929447743309,21.7050961593078,3.21215138497696,0.173696045933992,16.7187505595817,17.2430180040062,0.524267444424517,0.0313580517010617
"30","Both","25+","Septicemia..A40.A41.",17.0984890028314,17.6367276489622,0.538238646130786,0.031478725754168,16.8419205496409,17.2378139118742,0.395893362233281,0.0235064261861585,28.935902772378,30.4111253901446,1.47522261776655,0.050982429315279,12.266430010737,13.0541653612542,0.787735350517211,0.0642187946963947
"31","Both","25+","Symptoms..signs.and.abnormal.clinical.and.laboratory.findings..not.elsewhere.classified..R00.R99.",13.0142842294053,13.5835145648921,0.569230335486724,0.0437388891661493,13.8977950465476,14.0350767759355,0.137281729387842,0.00987795034593957,15.441431149365,18.0088977189047,2.56746656953967,0.166271283063374,6.85300832518957,7.81614592899354,0.963137603803968,0.14054230756787
"32","Both","25+","Unknown",265.025471639286,289.378499517195,24.3530278779087,0.091889386055143,275.566895462961,299.299585544246,23.7326900812853,0.0861231536589825,309.130568776088,349.979943934682,40.8493751585937,0.13214278782045,196.804988913687,219.470859283317,22.6658703696305,0.115169185978162
